guide-mikelee-style-guide	https://editing.curby.net/
bgg-t2451509-comprehensible-rulebooks	https://boardgamegeek.com/thread/2451509/invitation-online-discussion-comprehensible-rulebo
web-bgdl-mike-lee-great-rulebook	https://boardgamedesignlab.com/how-to-write-a-great-rulebook-with-mike-lee/
web-bgdl-writing-rules-archive	https://boardgamedesignlab.com/category/writing-rules/
web-bgdf-rulebook-style-guide	https://www.bgdf.com/forum/game-design/topics-game-design/rulebook-editing-style-guide
web-kylin-rulebook-editing-guide	https://m.kylinmanufactory.com/news/Designing_A_Board_Game/Board_Game_Rulebook_Editing_A_Step_by_Step_Guide.html
web-punchboard-playing-rules	https://www.punchboard.co.uk/playing-by-the-rules/
web-zatu-grogan	https://www.board-game.co.uk/qa-with-paul-grogan-of-gaming-rules/
web-nerdlab-rulebook	https://nerdlab-games.com/065-how-to-write-a-board-game-rulebook/
web-gamecrafter-rulebook	https://news.thegamecrafter.com/post/635506514497601536/how-to-write-a-good-board-game-rulebook
web-braingames-player-aids	https://brain-games.com/en-us/blogs/board-game-explorer/player-aids-vs-rulebooks-key-differences
web-diataxis-fr	https://diataxis.fr/
web-rawstone-accessibility	https://rawstone.net/2025/05/15/accessible-board-games-design-tips-for-inclusion/
