bgg-t1552162-rules-writing-101	https://boardgamegeek.com/thread/1552162/rules-writing-101-example
bgg-t432798-writing-rulebook-kicked-my-ass	https://boardgamegeek.com/thread/432798/writing-rulebook-kicked-my-ass
bgg-t2681026-tutorial-differences-videogames	https://boardgamegeek.com/thread/2681026/tutorial-differences-between-videogames-and-board
bgg-t3697362-importance-video-tutorials	https://boardgamegeek.com/thread/3697362/importance-of-video-tutorials
bgg-t3430117-teaching-games-educator	https://boardgamegeek.com/thread/3430117/teaching-games-a-professional-educators-perspectiv
bgg-t3288082-learning-new-games-habits	https://boardgamegeek.com/thread/3288082/learning-new-games-best-learning-habits
bgg-t2581878-tutorializing	https://boardgamegeek.com/thread/2581878/tutorializing
bgg-bp133556-10-rules-mistakes	https://boardgamegeek.com/blog/6298/blogpost/133556/10-board-games-rules-mistakes-i-have-made
bgg-t1662089-non-native-english-gamers	https://boardgamegeek.com/thread/1662089/a-question-for-non-native-english-speaking-gamers
bgg-t3182006-good-rulebook-translators	https://boardgamegeek.com/thread/3182006/any-good-rulebook-translators
bgg-t3320183-rulebook-writing-localisation	https://boardgamegeek.com/thread/3320183/i-can-help-with-rule-book-writing-or-localisation
bgg-t1974085-clarity-abstract	https://boardgamegeek.com/thread/1974085/clarity
bgg-t2003488-obsession-rulebook-glossary	https://boardgamegeek.com/thread/2003488/official-obsession-rulebook-and-glossary-downloads
bgg-t2614884-looking-for-rulebook-designer	https://boardgamegeek.com/thread/2614884/looking-for-rulebook-designer-for-new-board-game
bgg-t1526839-hiring-freelance-layout	https://boardgamegeek.com/thread/1526839/hiring-freelance-board-game-rulebook-layout-graphi
bgg-t2352299-unguided-playtest-exchange	https://boardgamegeek.com/thread/2352299/unguided-playtest-prototype-exchange-for-more-play
bgg-t3271735-pets-rulebook-missing-info	https://boardgamegeek.com/thread/3271735/pets-rule-book-is-missing-some-crucial-info
bgg-t3258804-inferno-rules-missing	https://boardgamegeek.com/thread/3258804/rules-missing-from-the-rulebook
bgg-t1803616-rules-missing-v10	https://boardgamegeek.com/thread/1803616/rules-missing-from-rulebook-v10
bgg-t286303-p2-examples-well-written	https://boardgamegeek.com/thread/286303/examples-well-written-game-rules/page/2
bgg-t3751493-p3-rant-rules-threads	https://boardgamegeek.com/thread/3751493/a-short-rant-on-rules-threads/page/3
bgg-t3476268-dized-vs-tutorial-book	https://boardgamegeek.com/thread/3476268/dized-vs-tutorial-book-vs-chip-theory-videos
bgg-wiki-rules	https://boardgamegeek.com/wiki/page/Rules
