web-islaythedragon-laying-down-the-law	https://islaythedragon.com/featured/laying-down-the-law-a-guide-to-rulebook-writing/
web-resonym-writing-rulebooks	https://resonym.com/writing-rulebooks/
web-herotime-write-rulebook	https://herotime1.com/design/how-to-write-a-rulebook-for-your-board-game/
web-boardssey-complete-guide	https://boardssey.com/blog/writing-your-board-game-rulebook-a-complete-guide
web-qinprinting-rulebook	https://www.qinprinting.com/blog/how-to-write-a-board-game-rule-book/
web-bgdesignlab-rules	https://boardgamedesignlab.com/rules/
web-bgdesigncourse-write-your-own-rules	https://boardgamedesigncourse.com/write-your-own-rules/
web-medium-copywriting-gamers	https://medium.com/copywriting-gamers/how-to-write-the-perfect-boardgame-rulebook-with-examples-c0981f561e97
web-goinganalog-4-terrible-rulebooks	https://www.goinganalogshow.com/article/230/worst-board-game-rulebooks-manuals
web-minifiniti-contrast-readability	https://minifiniti.com/blogs/game-talk/rulebook-design-contrast-and-readability
web-stonemaier-style-guide	https://stonemaiergames.com/the-stonemaier-games-style-guide/
web-stonemaier-accessibility	https://stonemaiergames.com/how-do-you-measure-accessibility/
web-twbg-best-rulebooks	https://therewillbe.games/forum/10-ameritrash/124383-best-rulebooks
web-bagames-what-makes-good-rulebook	https://bagamesco.com/what-makes-a-good-rulebook/
web-entrogames-how-to-write-rulebook	https://entrogames.substack.com/p/how-to-write-a-rulebook-for-your-board-game
web-itchio-guide-rules-document	https://itch.io/devlog/675713/a-guide-to-writing-a-good-rules-document
web-itchio-sad-story-aftermath	https://itch.io/devlog/732908/the-sad-story-of-aftermath
