bgg-t2784900-what-makes-good-rulebook	https://boardgamegeek.com/thread/2784900/what-makes-a-good-rulebook
bgg-t897413-indepth-designing-good-rulebook	https://boardgamegeek.com/thread/897413/in-depth-information-about-designing-a-good-rulebo
bgg-t1932289-best-rule-book-ihmo	https://boardgamegeek.com/thread/1932289/best-rule-book-in-your-humble-opinion
bgg-t2644979-good-rulebooks	https://boardgamegeek.com/thread/2644979/good-rulebooks
bgg-t1554960-worst-rulebook-ever	https://boardgamegeek.com/thread/1554960/worst-rulebook-ever
bgg-t1949478-worst-best-written-rules	https://boardgamegeek.com/thread/1949478/worstbest-written-rules
bgg-gl230209-worst-rules-ever-written	https://boardgamegeek.com/geeklist/230209/worst-rules-ever-written
bgg-gl169649-well-written-rule-books	https://boardgamegeek.com/geeklist/169649/well-written-rule-books
bgg-gl53637-rulebooks-good-bad-ugly	https://boardgamegeek.com/geeklist/53637/rule-books-the-good-the-bad-and-the-plain-ugly
bgg-gl3566-best-rulebook-ever	https://boardgamegeek.com/geeklist/3566/the-best-rulebook-ever
bgg-gl157347-most-elegantly-written-rules	https://boardgamegeek.com/geeklist/157347/games-most-elegantly-written-rules
bgg-gl43650-worlds-best-rulebook	https://boardgamegeek.com/geeklist/43650/the-worlds-best-rulebook
bgg-gl269261-tribute-to-great-rulebooks	https://boardgamegeek.com/geeklist/269261/tribute-to-great-rulebooks
bgg-t2323149-best-written-rulebooks-2019	https://boardgamegeek.com/thread/2323149/best-written-rulebooks-as-of-2019
bgg-t286303-examples-well-written-rules	https://boardgamegeek.com/thread/286303/examples-of-well-written-game-rules
bgg-t2166294-how-to-best-do-rulebook-design	https://boardgamegeek.com/thread/2166294/how-to-best-do-rulebook-design
bgg-t2527114-rulebook-editing-style-guide	https://boardgamegeek.com/thread/2527114/rulebook-editing-style-guide
bgg-t2040012-how-to-write-rule-book	https://boardgamegeek.com/thread/2040012/how-to-write-rule-book
bgg-t405444-rule-book-writing	https://boardgamegeek.com/thread/405444/rule-book-writing
bgg-t3348498-how-to-get-better-writing-rules	https://boardgamegeek.com/thread/3348498/how-to-get-better-at-writing-rules
bgg-t2513759-blind-playtest-preparation	https://boardgamegeek.com/thread/2513759/blind-playtest-preparation
bgg-t989999-how-do-you-blind-playtest	https://boardgamegeek.com/thread/989999/how-do-you-go-about-blind-playtesting
bgg-t3629304-tired-of-rulebook-is-trash	https://boardgamegeek.com/thread/3629304/i-am-getting-tired-of-the-the-rulebook-is-trash-cr
bgg-t3538423-rulebooks-text-comprehension	https://boardgamegeek.com/thread/3538423/rulebooks-and-text-comprehension-a-history-of-misu
bgg-t1678698-struggle-reading-rules	https://boardgamegeek.com/thread/1678698/do-you-struggle-with-reading-rules-as-much-as-i-do
bgg-t3168953-reviewers-complain-rulebooks	https://boardgamegeek.com/thread/3168953/do-you-get-upset-when-reviewers-complain-about-rul
bgg-t2455924-jotl-rulebook-organization	https://boardgamegeek.com/thread/2455924/sometimes-finding-the-rulebook-organization-annoyi
bgg-t1124535-rule-sheet-layout-size	https://boardgamegeek.com/thread/1124535/rule-sheet-layout-and-size
bgg-t1776045-rulebook-design	https://boardgamegeek.com/thread/1776045/rulebook-design
bgg-t2227688-rules-template	https://boardgamegeek.com/thread/2227688/rules-template
bgg-t3364104-make-rules-look-like-manual	https://boardgamegeek.com/thread/3364104/how-to-make-already-written-rules-look-like-a-game
bgg-t918830-boardtastic-guide-explaining-rules	https://boardgamegeek.com/thread/918830/the-boardtastic-guide-to-explaining-rules-good
bgg-t2641261-glossary-or-index-needed	https://boardgamegeek.com/thread/2641261/glossary-or-alphabetical-tocindex-really-needed
bgg-blog13453-every-rulebook-is-awful	https://boardgamegeek.com/blog/13453/every-board-game-rulebook-is-awful
bgg-bp81398-clarity-of-game-rules	https://boardgamegeek.com/blogpost/81398/clarity-game-rules-tips-rulebooks-and-trick-taking
bgg-bp84240-writing-rules-breaking-rules	https://boardgamegeek.com/blog/5877/blogpost/84240/writing-rules-facing-up-to-breaking-the-rules
bgg-bp103146-blind-playtesting-reconsidered	https://boardgamegeek.com/blogpost/103146/blind-playtesting-reconsidered
bgg-t3751493-rant-on-rules-threads	https://boardgamegeek.com/thread/3751493/a-short-rant-on-rules-threads
bgg-t2395671-clarity-in-the-rulebook-caper	https://boardgamegeek.com/thread/2395671/clarity-in-the-rulebook
